Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score
INT0676,6.68,2.09,57.56,59.78
INT0677,1.98,3.5,68.36,97.01
INT0678,2.89,1.46,21.73,69.7
INT0679,6.65,1.0,70.24,38.73
INT0680,6.35,1.14,51.98,39.73
INT0681,6.31,2.7,63.63,56.44
INT0682,2.28,5.0,20.11,87.18
INT0683,2.07,1.79,73.91,71.52
INT0684,5.05,5.0,77.18,71.58
INT0685,6.95,4.36,63.75,46.96
INT0686,3.89,1.0,76.15,62.79
INT0687,4.35,4.42,75.45,68.04
INT0688,2.36,1.8,65.81,55.56
INT0689,5.14,4.99,91.51,71.44
INT0690,1.77,2.77,77.28,69.77
INT0691,3.42,3.7,66.61,77.64
INT0692,3.26,,2.74,58.04
INT0693,4.49,5.0,37.12,87.22
INT0694,2.16,3.37,99.13,70.42
INT0695,2.12,5.0,84.61,99.68
INT0696,4.81,4.04,68.91,72.5
INT0697,2.34,4.0,64.04,93.65
INT0698,4.57,3.71,83.17,63.55
INT0699,1.75,4.71,78.72,89.82
INT0700,3.77,4.08,81.34,66.2
INT0701,4.14,3.34,94.08,63.12
INT0702,1.23,1.0,41.71,80.62
INT0703,3.18,1.46,70.35,60.28
INT0704,2.08,2.93,95.31,100.0
INT0705,1.21,1.8,87.84,73.03
INT0706,7.0,2.36,99.07,67.82
INT0707,3.37,3.31,88.74,78.7
INT0708,5.4,2.95,72.43,59.52
INT0709,2.04,3.45,76.55,82.37
INT0710,5.02,3.06,95.03,52.08
INT0711,5.65,2.22,77.58,67.52
INT0712,4.35,3.75,62.77,48.08
INT0713,3.59,5.0,71.78,86.26
INT0714,3.65,5.0,75.82,77.95
INT0715,3.19,4.0,54.84,85.18
INT0716,6.25,1.0,87.19,42.55
INT0717,6.36,1.0,55.47,40.61
INT0718,6.97,1.0,70.25,38.86
INT0719,1.61,1.0,90.23,68.23
INT0720,5.57,3.57,73.38,52.38
INT0721,6.24,4.52,92.1,67.41
INT0722,,1.0,32.78,61.1
INT0723,1.07,3.84,97.88,87.02
INT0724,4.99,5.0,60.47,74.13
INT0725,4.29,3.58,51.91,69.33
INT0726,5.7,3.38,93.62,56.08
INT0727,1.97,4.09,87.61,78.6
INT0728,5.94,2.62,61.6,48.78
INT0729,1.86,,99.24,66.05
INT0730,1.5,3.34,75.11,83.52
INT0731,2.28,3.26,97.55,76.16
INT0732,5.39,4.0,75.25,68.01
INT0733,4.83,3.83,73.59,74.73
INT0734,4.13,3.24,8.8,70.42
INT0735,3.47,1.0,66.74,66.83
INT0736,6.6,1.0,76.69,46.75
INT0737,3.57,3.9,72.63,83.34
INT0738,5.65,1.0,51.84,48.63
INT0739,3.85,1.0,28.25,52.39
INT0740,3.01,3.38,60.66,55.71
INT0741,,1.0,93.37,57.71
INT0742,2.86,4.91,79.94,89.19
INT0743,5.67,1.0,6.61,53.43
INT0744,3.57,2.91,97.84,72.62
INT0745,1.95,1.0,82.2,77.06
INT0746,6.68,4.12,99.13,70.39
INT0747,3.66,4.0,65.59,79.1
INT0748,4.36,5.0,59.31,72.29
INT0749,6.37,1.0,49.56,55.29
INT0750,5.1,1.0,73.54,40.01
INT0751,1.93,3.51,94.77,77.42
INT0752,6.72,2.42,78.0,57.88
INT0753,4.59,3.03,64.61,62.5
INT0754,2.71,5.0,87.13,82.88
INT0755,1.76,1.0,75.29,64.66
INT0756,5.55,4.39,58.11,63.66
INT0757,4.56,,78.84,55.04
INT0758,4.22,3.8,95.57,87.51
INT0759,6.03,3.16,92.13,54.2
INT0760,6.04,1.84,79.34,64.4
INT0761,1.56,2.79,68.85,62.56
INT0762,2.85,3.43,54.35,58.3
INT0763,2.74,5.0,73.48,85.55
INT0764,5.45,1.8,87.6,48.39
INT0765,1.06,2.18,1.0,93.82
INT0766,4.39,4.32,61.77,71.01
INT0767,5.92,4.15,96.57,68.51
INT0768,6.75,1.41,,52.53
INT0769,3.18,3.73,60.38,70.89
INT0770,6.22,4.99,56.84,56.22
INT0771,1.17,1.0,57.25,69.48
INT0772,6.46,4.59,55.16,60.78
INT0773,2.21,4.33,80.81,76.43
INT0774,3.46,1.0,55.78,51.17
INT0775,6.03,1.0,92.13,51.95
INT0776,1.91,1.82,99.65,66.02
INT0777,2.17,1.0,68.32,62.02
INT0778,5.68,3.8,72.68,72.23
INT0779,5.42,3.18,54.01,79.7
INT0780,4.93,2.61,61.49,55.69
INT0781,5.32,,94.7,82.81
INT0782,4.62,4.61,52.88,62.27
INT0783,2.74,4.47,58.45,83.52
INT0784,2.78,2.83,87.73,79.68
INT0785,2.06,2.89,84.44,89.97
INT0786,6.93,2.14,,30.55
INT0787,4.55,1.0,75.1,50.55
INT0788,3.85,1.0,8.7,59.88
INT0789,4.08,3.66,60.94,70.95
INT0790,6.85,1.38,71.91,57.5
INT0791,1.77,3.95,52.65,79.48
INT0792,4.32,2.16,89.11,65.92
INT0793,4.18,3.28,57.15,81.86
INT0794,4.6,1.32,65.76,42.36
INT0795,1.41,3.29,9.22,74.5
INT0796,6.49,2.16,89.12,58.11
INT0797,6.4,,96.69,53.99
INT0798,4.59,2.19,68.39,59.72
INT0799,5.17,3.85,45.08,74.34
INT0800,6.35,1.0,80.13,42.83
INT0801,5.15,2.2,76.26,57.82
INT0802,2.32,2.35,94.52,92.52
INT0803,4.32,1.0,50.16,37.24
INT0804,4.43,5.0,0.0,78.44
INT0805,3.39,4.0,76.91,94.21
INT0806,5.13,2.15,58.91,37.49
INT0807,6.65,3.77,95.39,53.56
INT0808,6.2,1.49,0.34,46.98
INT0809,4.03,4.91,73.89,81.83
INT0810,1.41,,90.74,88.65
INT0811,7.0,1.58,72.54,60.17
INT0812,5.66,4.83,77.93,72.58
INT0813,2.23,3.07,50.14,52.46
INT0814,6.48,3.33,68.29,63.75
INT0815,6.54,,56.94,64.14
INT0816,4.38,4.11,84.48,69.46
INT0817,4.76,2.56,40.58,82.24
INT0818,3.72,2.8,65.09,77.83
INT0819,1.0,1.8,73.39,70.3
INT0820,3.19,4.32,29.68,62.57
INT0821,5.59,2.78,5.76,61.73
INT0822,1.32,1.02,1.41,59.52
INT0823,3.46,2.82,93.27,93.04
INT0824,3.79,3.11,75.57,57.44
INT0825,3.83,4.59,80.95,76.01
INT0826,6.39,2.82,65.13,51.01
INT0827,2.94,1.0,98.33,58.1
INT0828,2.7,4.0,64.09,90.3
INT0829,5.03,4.21,79.44,75.86
INT0830,3.59,2.9,99.67,77.96
INT0831,2.84,1.0,64.81,75.16
INT0832,3.78,1.0,42.66,55.93
INT0833,1.97,4.05,,84.68
INT0834,2.03,2.82,62.08,66.48
INT0835,4.15,,22.51,66.95
INT0836,3.97,5.0,70.28,85.59
INT0837,6.58,1.3,66.72,58.67
INT0838,2.74,4.36,35.37,88.47
INT0839,4.47,1.6,88.02,72.72
INT0840,5.28,1.9,79.21,62.9
INT0841,1.0,,,91.63
INT0842,5.07,1.89,3.39,63.15
INT0843,1.68,5.0,64.84,91.36
INT0844,6.41,1.97,99.85,48.91
INT0845,2.26,1.0,97.71,74.21
INT0846,3.29,5.0,69.37,88.62
INT0847,1.32,2.35,90.56,88.87
INT0848,6.87,5.0,61.03,60.18
INT0849,4.48,5.0,76.63,83.13
INT0850,4.15,2.01,31.63,41.66
INT0851,1.72,1.0,62.98,76.76
INT0852,5.34,2.3,80.55,51.67
INT0853,2.61,,52.04,78.2
INT0854,6.88,3.97,98.47,69.37
INT0855,2.08,1.92,61.75,76.57
INT0856,1.77,4.03,69.04,77.02
INT0857,1.0,3.63,5.58,90.17
INT0858,4.09,2.34,73.31,50.33
INT0859,4.03,5.0,94.11,84.96
INT0860,1.15,3.22,51.06,87.95
INT0861,5.35,2.8,4.48,70.57
INT0862,3.58,2.16,48.99,59.08
INT0863,3.72,2.23,71.45,45.65
INT0864,4.0,2.03,97.97,72.15
INT0865,3.76,2.94,58.77,44.17
INT0866,4.27,3.88,30.12,75.55
INT0867,2.04,2.75,94.03,66.86
INT0868,2.23,3.01,94.83,91.26
INT0869,6.42,4.7,93.59,61.65
INT0870,6.7,1.0,75.55,45.28
INT0871,3.25,1.0,82.99,57.05
INT0872,2.75,3.29,43.82,78.67
INT0873,5.06,3.14,53.47,61.9
INT0874,3.3,2.92,41.02,65.3
INT0875,1.0,2.64,7.64,91.7
INT0876,1.71,3.02,66.25,65.14
INT0877,5.35,2.6,96.61,65.57
INT0878,4.81,2.18,65.2,59.13
INT0879,1.2,2.2,6.19,76.33
INT0880,2.24,5.0,6.81,92.07
INT0881,2.73,2.3,65.73,67.7
INT0882,4.6,1.12,81.42,52.13
INT0883,1.19,1.55,2.32,81.79
INT0884,1.7,3.2,41.9,81.71
INT0885,5.68,1.05,94.11,60.69
INT0886,1.99,3.58,52.01,78.49
INT0887,5.22,2.02,75.05,55.04
INT0888,2.21,1.14,59.82,65.86
INT0889,1.97,5.0,94.21,99.11
INT0890,2.86,2.92,48.13,55.85
INT0891,,4.0,91.64,81.54
INT0892,6.4,2.17,83.58,45.75
INT0893,6.09,5.0,,65.26
INT0894,3.41,4.04,67.34,71.03
INT0895,5.48,5.0,33.68,64.94
INT0896,2.01,1.41,40.56,62.38
INT0897,2.41,1.06,90.71,63.92
INT0898,6.17,3.46,,33.51
INT0899,1.19,1.0,0.01,59.27
INT0900,1.2,1.0,75.18,76.03
INT0901,2.66,2.06,91.52,85.14
INT0902,1.07,3.16,0.0,78.9
INT0903,2.44,3.96,7.01,90.21
INT0904,4.25,4.42,85.56,78.43
INT0905,3.34,4.24,0.28,83.77
INT0906,5.92,2.45,96.78,61.56
INT0907,5.66,1.9,89.23,58.36
INT0908,3.04,2.46,82.64,73.44
INT0909,3.01,4.0,71.68,83.41
INT0910,3.17,1.72,55.61,58.42
INT0911,4.68,2.62,,44.64
INT0912,2.54,4.41,99.64,89.57
INT0913,4.29,1.0,15.32,56.55
INT0914,3.46,4.36,50.84,81.32
INT0915,3.88,3.44,74.81,80.81
INT0916,4.0,1.8,80.73,49.81
INT0917,3.02,2.23,84.48,62.85
INT0918,6.57,3.78,85.99,55.98
INT0919,5.72,5.0,77.91,63.08
INT0920,1.45,2.9,61.17,70.07
INT0921,6.41,1.87,76.71,72.69
INT0922,4.24,3.18,84.83,76.76
INT0923,6.69,3.9,61.84,44.97
INT0924,5.58,1.0,7.69,39.54
INT0925,3.31,4.8,96.1,88.6
INT0926,1.15,3.46,9.85,77.83
INT0927,3.08,2.34,70.26,91.41
INT0928,4.67,1.0,51.92,55.72
INT0929,4.66,4.11,12.97,61.89
INT0930,2.83,3.49,64.2,89.39
INT0931,2.26,5.0,81.46,93.5
INT0932,5.77,3.29,79.21,53.18
INT0933,7.0,3.44,81.69,48.05
INT0934,3.92,2.1,85.86,76.33
INT0935,1.87,4.33,50.95,65.79
INT0936,2.33,2.57,55.25,55.99
INT0937,1.12,5.0,8.1,91.06
INT0938,6.83,1.59,57.74,41.76
INT0939,1.74,1.9,15.94,51.44
INT0940,4.08,1.88,82.05,45.69
INT0941,2.39,1.49,90.77,87.13
INT0942,4.39,2.65,87.63,73.92
INT0943,4.99,1.24,90.85,61.68
INT0944,6.06,1.0,53.94,56.1
INT0945,1.82,3.96,86.77,76.36
INT0946,1.32,5.0,4.6,88.75
INT0947,2.23,1.8,99.65,63.98
INT0948,6.41,3.72,59.16,63.75
INT0949,6.46,1.8,60.72,38.98
INT0950,4.99,3.0,,76.79
INT0951,4.74,1.49,65.48,58.54
INT0952,5.16,2.09,99.41,79.72
INT0953,2.27,3.49,89.74,71.14
INT0954,6.25,2.12,81.45,38.17
INT0955,3.59,4.0,76.0,85.11
INT0956,3.64,3.44,98.53,90.81
INT0957,3.91,1.61,84.78,62.94
INT0958,1.68,1.81,9.04,97.37
INT0959,2.12,4.03,65.83,78.78
INT0960,5.35,,30.85,75.25
INT0961,1.62,3.86,92.74,81.67
INT0962,4.52,4.69,57.49,62.09
INT0963,2.81,3.74,97.3,83.11
INT0964,3.32,3.22,52.41,60.68
INT0965,,4.37,96.32,92.04
INT0966,3.14,3.26,66.84,59.13
INT0967,5.47,3.2,53.71,47.52
INT0968,3.28,3.11,74.14,75.0
INT0969,4.05,5.0,81.34,70.15
INT0970,4.1,1.8,4.94,53.02
INT0971,4.62,2.36,70.14,67.96
INT0972,6.96,5.0,84.61,72.8
INT0973,5.5,1.79,62.57,46.16
INT0974,2.73,3.47,67.52,85.41
INT0975,1.56,1.96,4.1,89.84
INT0976,2.14,1.0,68.58,72.91
INT0977,4.21,5.0,55.11,74.8
INT0978,1.41,2.95,95.0,99.3
INT0979,4.0,2.63,5.57,60.09
INT0980,4.25,3.08,36.43,65.7
INT0981,2.64,1.77,96.01,88.75
INT0982,5.69,4.97,2.98,72.32
INT0983,1.19,4.31,27.68,86.34
INT0984,1.82,1.0,88.47,74.53
INT0985,5.68,3.0,95.65,56.48
INT0986,4.26,1.66,53.93,46.16
INT0987,4.65,1.0,91.26,44.92
INT0988,3.16,1.0,77.37,50.2
INT0989,2.53,,83.46,91.58
INT0990,6.4,5.0,74.64,68.98
INT0991,5.64,3.44,84.89,64.82
INT0992,5.01,5.0,51.7,63.98
INT0993,2.26,4.2,88.14,95.39
INT0994,4.71,4.52,51.67,60.82
INT0995,3.32,5.0,72.76,90.07
INT0996,1.15,4.04,57.55,71.45
INT0997,6.47,3.71,4.21,79.84
INT0998,1.99,4.59,,82.88
INT0999,6.69,3.63,39.4,43.71
INT1000,3.85,3.06,71.44,74.96
INT1001,2.43,4.73,88.63,81.12
INT1002,4.44,3.15,35.61,46.89
INT1003,6.36,3.16,89.45,66.86
INT1004,5.74,1.26,53.68,47.49
INT1005,6.24,2.01,59.58,38.92
INT1006,4.84,5.0,77.58,77.18
INT1007,4.82,2.57,97.35,75.37
INT1008,6.42,3.51,53.74,63.2
INT1009,2.21,2.7,52.15,79.18
INT1010,4.37,3.23,6.15,53.05
INT1011,1.85,2.85,82.06,81.9
INT1012,7.0,1.7,69.95,54.22
INT1013,6.75,4.64,,72.73
INT1014,1.51,2.81,,62.33
INT1015,5.13,5.0,59.82,70.13
INT1016,7.0,2.7,,70.02
INT1017,1.81,3.48,81.34,82.12
INT1018,4.17,3.73,84.26,84.9
INT1019,6.04,2.39,56.21,42.36
INT1020,1.64,5.0,4.77,100.0
INT1021,5.14,2.81,67.05,62.76
INT1022,2.95,1.97,85.66,57.06
INT1023,6.74,2.63,76.21,72.73
INT1024,7.0,2.74,61.14,52.72
INT1025,6.83,4.44,92.31,61.42
INT1026,3.91,3.07,90.91,79.67
INT1027,6.38,1.0,69.8,36.72
INT1028,6.32,3.68,79.43,60.69
INT1029,2.6,4.12,62.89,85.32
INT1030,5.58,1.86,84.49,45.12
INT1031,1.0,2.89,0.0,67.55
INT1032,4.45,1.0,92.2,53.98
INT1033,2.38,3.46,34.47,66.99
INT1034,1.84,2.91,14.06,82.06
INT1035,1.92,5.0,63.43,87.97
INT1036,5.01,5.0,59.55,74.04
INT1037,3.3,5.0,75.41,77.19
INT1038,5.38,1.82,60.19,45.07
INT1039,1.11,5.0,88.16,100.0
INT1040,3.01,3.9,62.07,81.51
INT1041,4.71,2.3,85.35,74.3
INT1042,5.36,3.58,49.36,65.09
INT1043,,2.7,99.31,100.0
INT1044,4.31,5.0,100.0,81.3
INT1045,6.14,2.27,93.48,53.12
INT1046,4.82,5.0,88.0,78.9
INT1047,2.74,1.0,7.1,52.13
INT1048,1.38,1.55,7.75,76.68
INT1049,6.18,3.43,97.83,59.82
INT1050,1.54,1.0,5.27,61.94
INT1051,6.05,1.8,76.9,34.61
INT1052,4.42,3.13,60.9,46.2
INT1053,6.6,1.62,55.9,65.87
INT1054,6.19,3.21,73.32,68.0
INT1055,7.0,3.95,78.79,69.74
INT1056,3.5,1.39,77.55,71.59
INT1057,5.31,1.4,68.69,68.43
INT1058,3.58,3.75,77.61,90.54
INT1059,4.12,3.27,92.31,57.31
INT1060,5.01,2.87,65.99,70.15
INT1061,6.24,2.02,0.0,64.44
INT1062,6.41,1.8,73.52,40.77
INT1063,5.37,5.0,63.94,69.86
INT1064,3.33,4.0,0.0,81.49
INT1065,3.88,1.0,79.93,57.08
INT1066,5.77,2.16,79.01,50.05
INT1067,2.03,1.0,81.82,55.41
INT1068,2.11,3.14,67.59,73.72
INT1069,2.81,4.64,65.79,68.31
INT1070,2.63,2.93,80.58,77.82
INT1071,2.5,2.87,56.64,57.54
INT1072,2.76,3.65,62.65,87.31
INT1073,1.5,1.0,3.17,65.67
INT1074,1.0,1.8,2.58,58.07
INT1075,7.0,3.8,62.17,41.47
INT1076,3.25,2.12,50.98,60.54
INT1077,3.19,3.43,62.27,63.85
INT1078,4.96,1.9,56.74,60.16
INT1079,2.05,2.33,53.06,56.81
INT1080,7.0,4.08,71.84,65.66
INT1081,5.9,4.78,95.66,89.06
INT1082,1.32,,89.56,78.12
INT1083,,,65.27,58.68
INT1084,5.79,3.27,96.24,67.7
INT1085,6.52,,66.48,57.1
INT1086,3.83,2.37,53.63,60.46
INT1087,4.46,4.42,99.7,92.38
INT1088,2.2,4.04,,84.06
INT1089,6.86,1.8,73.3,49.59
INT1090,2.21,4.39,83.32,83.16
INT1091,7.0,2.81,,72.72
INT1092,4.66,3.98,59.72,73.16
INT1093,4.55,1.0,60.0,42.53
INT1094,3.96,2.13,73.48,55.58
INT1095,2.12,2.68,95.58,83.96
INT1096,1.78,3.86,50.5,59.32
INT1097,2.12,5.0,89.13,92.93
INT1098,2.48,4.0,,82.13
INT1099,5.95,2.93,73.91,69.24
INT1100,3.28,5.0,81.89,89.45
INT1101,1.31,3.69,84.34,72.9
INT1102,6.82,3.5,52.92,64.85
INT1103,6.07,4.87,,65.25
INT1104,6.14,1.45,79.19,54.45
INT1105,6.8,,53.3,56.29
INT1106,2.04,1.22,56.75,60.31
INT1107,2.94,2.16,83.18,89.48
INT1108,5.14,1.13,76.08,60.91
INT1109,4.94,3.77,27.97,48.88
INT1110,1.79,3.42,76.76,87.98
INT1111,5.78,1.57,95.63,67.15
INT1112,,1.64,50.78,60.5
INT1113,2.07,2.72,82.13,60.06
INT1114,3.98,2.53,14.55,59.56
INT1115,4.13,4.08,14.84,55.89
INT1116,4.31,4.0,57.53,77.62
INT1117,1.12,5.0,71.15,93.8
INT1118,6.46,3.92,56.93,64.99
INT1119,2.48,3.02,64.09,81.57
INT1120,1.61,3.56,81.28,75.83
INT1121,5.96,4.78,70.56,68.85
INT1122,6.46,1.62,61.72,40.72
INT1123,5.9,3.28,36.48,56.52
INT1124,6.35,2.54,89.87,66.71
INT1125,5.27,1.87,91.62,50.03
INT1126,3.83,3.69,92.33,81.16
INT1127,1.64,5.0,42.77,92.75
INT1128,3.21,3.4,89.67,66.03
INT1129,2.84,1.79,60.61,62.8
INT1130,2.77,3.41,86.92,96.47
INT1131,4.97,2.1,97.42,77.76
INT1132,,1.95,50.69,56.41
INT1133,1.62,3.9,72.02,69.29
INT1134,2.37,3.52,82.39,90.29
INT1135,5.58,1.25,85.09,69.5
INT1136,,1.45,2.58,64.6
INT1137,6.38,3.84,29.52,55.4
INT1138,3.83,5.0,80.76,89.45
INT1139,3.39,1.75,58.22,71.02
INT1140,4.78,5.0,,78.77
INT1141,6.45,4.87,89.16,68.65
INT1142,3.0,5.0,53.99,84.76
INT1143,5.56,1.66,17.72,49.16
INT1144,4.03,3.09,78.74,74.35
INT1145,2.4,2.68,80.18,59.23
INT1146,5.94,2.68,84.34,61.01
INT1147,5.76,3.68,69.68,60.07
INT1148,5.25,2.19,88.69,65.59
INT1149,5.94,3.45,98.72,77.16
INT1150,6.61,4.0,63.55,63.34
INT1151,5.29,1.0,85.15,46.78
INT1152,5.99,2.44,96.42,63.52
INT1153,5.47,2.27,84.31,58.92
INT1154,4.68,2.46,84.06,59.14
INT1155,4.98,5.0,61.19,72.84
INT1156,5.26,1.0,36.98,48.01
INT1157,1.73,5.0,78.13,91.91
INT1158,6.39,1.0,85.01,41.41
INT1159,6.63,5.0,99.84,71.49
INT1160,1.26,3.49,0.38,82.1
INT1161,6.1,1.0,53.26,38.66
INT1162,2.05,2.1,53.9,66.79
INT1163,2.77,2.34,87.15,93.34
INT1164,5.79,2.05,56.82,63.02
INT1165,1.88,3.92,81.12,76.06
INT1166,5.59,2.94,40.94,58.34
INT1167,5.84,2.05,72.87,34.75
INT1168,3.79,2.63,60.78,50.09
INT1169,1.0,3.74,5.83,87.27
INT1170,2.5,2.94,79.31,60.91
INT1171,4.38,2.37,70.93,82.24
INT1172,7.0,2.87,78.73,67.7
INT1173,4.87,5.0,28.65,77.46
INT1174,2.71,1.77,58.54,76.19
INT1175,4.64,3.76,99.45,84.41
INT1176,4.51,3.02,86.28,68.7
INT1177,5.31,3.2,52.46,56.21
INT1178,1.71,3.91,85.19,100.0
INT1179,5.35,4.37,70.61,66.71
INT1180,4.28,2.72,65.36,46.82
INT1181,6.6,3.7,57.7,54.42
INT1182,3.34,5.0,92.0,94.5
INT1183,5.19,3.18,53.19,63.96
INT1184,6.83,3.14,41.52,53.78
INT1185,1.3,5.0,8.32,86.04
INT1186,6.39,3.96,36.75,67.91
INT1187,5.55,1.0,75.41,48.93
INT1188,1.35,2.67,50.59,84.59
INT1189,3.25,2.93,65.05,62.84
INT1190,5.14,3.36,96.68,69.8
INT1191,1.85,2.43,35.46,80.76
INT1192,4.92,,68.02,44.15
INT1193,3.24,2.63,73.66,61.03
INT1194,4.24,4.29,78.08,72.89
INT1195,1.17,1.0,2.3,72.18
INT1196,6.64,2.86,59.52,45.17
INT1197,7.0,3.34,73.08,75.28
INT1198,6.5,2.11,87.88,53.92
INT1199,5.4,1.0,86.13,60.51
INT1200,2.12,2.76,54.34,93.71
INT1201,5.63,1.8,51.08,43.21
INT1202,1.5,3.36,0.0,76.66
INT1203,1.46,4.23,0.0,96.47
INT1204,3.35,,79.22,88.77
INT1205,3.55,5.0,23.97,80.39
INT1206,5.27,2.66,31.34,73.29
INT1207,4.68,2.11,84.98,73.71
INT1208,4.12,3.51,86.09,60.69
INT1209,2.62,,58.63,47.23
INT1210,6.54,2.34,51.41,41.12
INT1211,3.38,2.37,31.81,53.98
INT1212,3.56,,48.45,75.72
INT1213,2.29,4.44,85.3,88.82
INT1214,6.01,1.0,90.5,41.28
INT1215,5.35,3.35,80.53,72.48
INT1216,1.84,2.79,55.54,58.81
INT1217,1.9,3.53,6.1,79.19
INT1218,4.8,3.47,59.51,74.26
INT1219,5.06,2.52,95.28,63.71
INT1220,2.2,,93.58,75.96
INT1221,6.29,1.0,65.11,30.22
INT1222,,1.61,7.75,76.85
INT1223,3.66,4.86,92.56,89.46
INT1224,6.79,2.66,,70.72
INT1225,3.07,1.0,62.53,64.5
INT1226,4.62,1.69,97.69,63.47
INT1227,3.74,3.61,72.54,76.45
INT1228,2.25,5.0,24.02,84.61
INT1229,,1.07,55.49,42.22
INT1230,,,82.38,69.29
INT1231,6.7,4.98,71.89,68.47
INT1232,2.13,3.24,54.72,74.94
INT1233,2.78,2.24,87.02,60.52
INT1234,1.05,4.31,6.81,95.54
INT1235,4.8,1.0,86.27,52.29
INT1236,2.83,1.04,60.11,62.83
INT1237,6.37,2.92,54.96,58.6
INT1238,3.58,2.5,50.54,74.32
INT1239,6.94,4.45,65.26,44.96
INT1240,1.83,1.12,69.94,67.83
INT1241,6.1,3.52,91.76,49.15
INT1242,6.02,3.5,69.52,73.85
INT1243,5.87,1.8,50.56,33.89
INT1244,5.72,2.5,67.62,56.76
INT1245,5.68,2.55,74.95,43.84
INT1246,4.89,5.0,97.45,82.93
INT1247,1.38,3.7,62.88,86.32
INT1248,1.17,1.0,7.52,67.43
INT1249,6.29,3.24,59.26,40.65
INT1250,4.67,4.21,58.17,69.58
INT1251,6.06,2.22,63.43,62.6
INT1252,3.55,1.87,50.3,66.02
INT1253,1.32,4.39,56.36,91.05
INT1254,1.52,5.0,76.9,94.63
INT1255,5.56,3.11,62.38,51.64
INT1256,3.83,4.0,,77.06
INT1257,1.72,1.8,67.99,59.01
INT1258,3.85,4.11,63.71,56.17
INT1259,1.15,4.0,44.0,95.12
INT1260,4.63,2.9,73.21,58.96
INT1261,2.57,1.0,56.22,56.08
INT1262,6.25,3.81,30.6,50.4
INT1263,2.58,2.45,96.6,86.11
INT1264,3.82,2.55,,73.77
INT1265,1.27,4.71,5.04,90.18
INT1266,1.76,3.58,84.95,100.0
INT1267,3.26,1.7,54.39,71.64
INT1268,4.07,1.0,85.63,58.98
INT1269,4.4,2.73,62.37,86.37
INT1270,2.69,3.66,76.87,60.9
INT1271,5.57,1.4,,48.11
INT1272,6.61,1.0,59.37,33.76
INT1273,5.9,4.85,44.63,63.85
INT1274,1.11,1.8,8.94,64.32
INT1275,4.2,1.0,82.6,59.36
INT1276,1.16,1.2,51.3,69.24
INT1277,2.05,2.93,77.44,65.51
INT1278,7.0,3.22,79.75,61.95
INT1279,1.64,2.27,,90.29
INT1280,4.44,5.0,60.42,78.64
INT1281,4.65,3.65,63.81,49.52
INT1282,5.14,1.8,64.65,56.99
INT1283,4.54,5.0,4.77,83.18
INT1284,1.33,1.8,9.36,68.93
INT1285,2.94,4.32,,86.88
INT1286,3.82,1.0,55.98,63.54
INT1287,1.8,2.79,87.19,98.48
INT1288,2.92,1.0,69.75,67.61
INT1289,1.0,2.56,8.07,72.24
INT1290,1.6,4.63,62.85,81.97
INT1291,2.97,1.35,97.84,81.38
INT1292,2.27,1.27,65.52,71.99
INT1293,4.54,4.82,66.5,69.77
INT1294,5.63,1.92,59.48,68.83
INT1295,5.64,1.0,,39.86
INT1296,2.67,1.8,63.78,49.88
INT1297,1.65,2.63,66.51,69.02
INT1298,1.17,1.0,45.96,59.38
INT1299,4.35,1.66,2.29,67.84
INT1300,5.2,1.0,70.57,46.96
INT1301,1.0,1.73,6.36,75.04
INT1302,6.63,1.0,90.73,50.84
INT1303,1.14,2.99,61.29,88.79
INT1304,4.09,1.26,89.92,58.29
INT1305,5.39,1.89,55.06,34.88
INT1306,5.89,2.8,89.98,41.95
INT1307,5.55,4.0,56.01,71.78
INT1308,5.89,1.8,56.24,37.91
INT1309,3.45,4.63,72.15,88.42
INT1310,5.75,1.0,90.97,45.47
INT1311,1.96,2.23,77.62,68.57
INT1312,6.45,4.64,93.75,65.68
INT1313,4.76,2.66,99.47,71.69
INT1314,5.43,3.81,54.77,75.16
INT1315,3.94,3.78,80.64,92.89
INT1316,5.18,3.92,87.72,80.57
INT1317,3.71,1.41,61.61,68.18
INT1318,5.47,3.62,58.36,56.21
INT1319,1.79,3.22,87.98,73.9
INT1320,1.42,4.59,36.33,91.95
INT1321,2.04,3.21,56.75,70.26
INT1322,2.15,4.12,65.74,74.6
INT1323,5.79,2.73,67.93,42.74
INT1324,2.64,1.0,98.26,61.35
INT1325,6.4,4.58,84.9,77.52
INT1326,2.66,1.0,56.04,66.14
INT1327,1.87,3.57,98.44,80.46
INT1328,5.87,1.8,95.16,45.14
INT1329,5.43,5.0,75.6,77.34
INT1330,3.61,2.71,95.28,50.9
INT1331,3.97,2.34,70.22,80.25
INT1332,,1.8,0.0,45.48
INT1333,,3.55,40.55,87.58
INT1334,6.95,4.72,83.12,60.73
INT1335,6.67,3.26,75.05,42.73
INT1336,4.96,3.06,82.95,66.06
INT1337,1.96,3.85,84.3,69.02
INT1338,4.98,2.51,51.12,41.74
INT1339,1.26,4.24,52.7,92.29
INT1340,,1.61,0.0,76.16
INT1341,2.97,2.39,,70.07
INT1342,4.04,1.0,81.63,52.93
INT1343,6.15,1.53,77.61,48.37
INT1344,5.36,4.0,79.29,78.87
INT1345,5.09,2.25,65.12,48.64
INT1346,3.8,4.0,81.99,88.11
INT1347,3.18,4.0,91.47,91.3
INT1348,3.63,3.18,99.9,62.94
